image_url,scientific_name
https://inaturalist-open-data.s3.amazonaws.com/photos/1389719/medium.jpg,Amphiprion melanopus
https://inaturalist-open-data.s3.amazonaws.com/photos/1390104/medium.jpg,Amphiprion melanopus
https://inaturalist-open-data.s3.amazonaws.com/photos/1390106/medium.jpg,Amphiprion percula
https://inaturalist-open-data.s3.amazonaws.com/photos/1390107/medium.jpg,Amphiprion percula
https://inaturalist-open-data.s3.amazonaws.com/photos/1390108/medium.jpg,Amphiprion clarkii
https://inaturalist-open-data.s3.amazonaws.com/photos/1392733/medium.jpg,Amphiprion clarkii
https://inaturalist-open-data.s3.amazonaws.com/photos/1392795/medium.jpg,Amphiprion clarkii
https://inaturalist-open-data.s3.amazonaws.com/photos/1394360/medium.jpg,Amphiprion percula
https://inaturalist-open-data.s3.amazonaws.com/photos/1394361/medium.jpg,Amphiprion percula
https://inaturalist-open-data.s3.amazonaws.com/photos/1394364/medium.jpg,Amphiprion clarkii
https://inaturalist-open-data.s3.amazonaws.com/photos/1396959/medium.jpg,Amphiprion percula
https://inaturalist-open-data.s3.amazonaws.com/photos/1411096/medium.jpg,Amphiprion melanopus
https://inaturalist-open-data.s3.amazonaws.com/photos/1414706/medium.jpg,Amphiprion melanopus
https://inaturalist-open-data.s3.amazonaws.com/photos/1414707/medium.jpg,Amphiprion melanopus
https://inaturalist-open-data.s3.amazonaws.com/photos/1414738/medium.jpg,Coris aygula
https://inaturalist-open-data.s3.amazonaws.com/photos/1424403/medium.jpg,Amphiprion clarkii
https://inaturalist-open-data.s3.amazonaws.com/photos/1424411/medium.jpg,Amphiprion melanopus
https://inaturalist-open-data.s3.amazonaws.com/photos/1427994/medium.JPG,Amphiprion melanopus
https://static.inaturalist.org/photos/1576250/medium.jpg,Amphiprion ocellaris
https://inaturalist-open-data.s3.amazonaws.com/photos/1601071/medium.jpg,Coris aygula
https://inaturalist-open-data.s3.amazonaws.com/photos/1649787/medium.jpg,Coris aygula
https://inaturalist-open-data.s3.amazonaws.com/photos/1839271/medium.JPG,Amphiprion clarkii
https://inaturalist-open-data.s3.amazonaws.com/photos/1896513/medium.JPG,Amphiprion clarkii
https://inaturalist-open-data.s3.amazonaws.com/photos/1896976/medium.JPG,Amphiprion ocellaris
https://inaturalist-open-data.s3.amazonaws.com/photos/2092649/medium.JPG,Amphiprion clarkii
https://inaturalist-open-data.s3.amazonaws.com/photos/2153633/medium.jpg,Amphiprion clarkii
https://inaturalist-open-data.s3.amazonaws.com/photos/2153702/medium.jpg,Amphiprion ocellaris
https://inaturalist-open-data.s3.amazonaws.com/photos/2171110/medium.JPG,Amphiprion clarkii
https://inaturalist-open-data.s3.amazonaws.com/photos/2171249/medium.JPG,Amphiprion ocellaris
https://static.inaturalist.org/photos/2220583/medium.jpg,Amphiprion ocellaris
https://inaturalist-open-data.s3.amazonaws.com/photos/2228289/medium.JPG,Amphiprion ocellaris
https://inaturalist-open-data.s3.amazonaws.com/photos/2282762/medium.JPG,Coris aygula
https://inaturalist-open-data.s3.amazonaws.com/photos/2297863/medium.JPG,Coris aygula
https://inaturalist-open-data.s3.amazonaws.com/photos/2310501/medium.jpg,Histrio histrio
https://inaturalist-open-data.s3.amazonaws.com/photos/2352476/medium.jpg,Amphiprion clarkii
https://inaturalist-open-data.s3.amazonaws.com/photos/2353208/medium.jpg,Amphiprion ocellaris
https://inaturalist-open-data.s3.amazonaws.com/photos/2353544/medium.jpg,Amphiprion ocellaris
https://inaturalist-open-data.s3.amazonaws.com/photos/2364230/medium.jpg,Amphiprion ocellaris
https://inaturalist-open-data.s3.amazonaws.com/photos/2366052/medium.jpg,Amphiprion clarkii
https://inaturalist-open-data.s3.amazonaws.com/photos/2394938/medium.jpg,Coris aygula
https://inaturalist-open-data.s3.amazonaws.com/photos/2429921/medium.jpg,Amphiprion clarkii
https://inaturalist-open-data.s3.amazonaws.com/photos/2431003/medium.jpg,Amphiprion ocellaris
https://inaturalist-open-data.s3.amazonaws.com/photos/2434254/medium.JPG,Coris aygula
https://inaturalist-open-data.s3.amazonaws.com/photos/2468815/medium.JPG,Coris aygula
https://inaturalist-open-data.s3.amazonaws.com/photos/2468816/medium.JPG,Coris aygula
https://inaturalist-open-data.s3.amazonaws.com/photos/2469850/medium.JPG,Coris aygula
https://inaturalist-open-data.s3.amazonaws.com/photos/2469851/medium.JPG,Coris aygula
https://inaturalist-open-data.s3.amazonaws.com/photos/2481848/medium.JPG,Amphiprion clarkii
https://inaturalist-open-data.s3.amazonaws.com/photos/2482538/medium.jpg,Amphiprion ocellaris
https://inaturalist-open-data.s3.amazonaws.com/photos/2504321/medium.JPG,Amphiprion nigripes
https://inaturalist-open-data.s3.amazonaws.com/photos/2504658/medium.JPG,Amphiprion clarkii
https://inaturalist-open-data.s3.amazonaws.com/photos/2504678/medium.JPG,Amphiprion nigripes
https://inaturalist-open-data.s3.amazonaws.com/photos/2514887/medium.JPG,Amphiprion clarkii
https://inaturalist-open-data.s3.amazonaws.com/photos/2518925/medium.JPG,Amphiprion clarkii
https://inaturalist-open-data.s3.amazonaws.com/photos/2532789/medium.JPG,Amphiprion clarkii
https://inaturalist-open-data.s3.amazonaws.com/photos/2532790/medium.JPG,Amphiprion nigripes
https://inaturalist-open-data.s3.amazonaws.com/photos/2536605/medium.JPG,Amphiprion nigripes
https://inaturalist-open-data.s3.amazonaws.com/photos/2540603/medium.JPG,Amphiprion nigripes
https://inaturalist-open-data.s3.amazonaws.com/photos/2555855/medium.JPG,Amphiprion clarkii
https://inaturalist-open-data.s3.amazonaws.com/photos/2555867/medium.JPG,Amphiprion nigripes
https://inaturalist-open-data.s3.amazonaws.com/photos/2575919/medium.JPG,Amphiprion clarkii
https://inaturalist-open-data.s3.amazonaws.com/photos/2575923/medium.JPG,Amphiprion nigripes
https://inaturalist-open-data.s3.amazonaws.com/photos/2621686/medium.JPG,Amphiprion clarkii
https://inaturalist-open-data.s3.amazonaws.com/photos/2674359/medium.JPG,Amphiprion nigripes
https://inaturalist-open-data.s3.amazonaws.com/photos/2674404/medium.JPG,Amphiprion nigripes
https://static.inaturalist.org/photos/2683306/medium.jpg,Amphiprion ocellaris
https://static.inaturalist.org/photos/2683308/medium.jpg,Amphiprion clarkii
https://inaturalist-open-data.s3.amazonaws.com/photos/2686877/medium.JPG,Amphiprion clarkii
https://inaturalist-open-data.s3.amazonaws.com/photos/2691239/medium.JPG,Amphiprion clarkii
https://inaturalist-open-data.s3.amazonaws.com/photos/2912906/medium.JPG,Amphiprion ocellaris
https://inaturalist-open-data.s3.amazonaws.com/photos/2913044/medium.JPG,Amphiprion clarkii
https://inaturalist-open-data.s3.amazonaws.com/photos/2930718/medium.JPG,Amphiprion clarkii
https://inaturalist-open-data.s3.amazonaws.com/photos/2967228/medium.JPG,Amphiprion clarkii
https://inaturalist-open-data.s3.amazonaws.com/photos/2976874/medium.jpg,Amphiprion clarkii
https://inaturalist-open-data.s3.amazonaws.com/photos/2976878/medium.jpg,Amphiprion ocellaris
https://inaturalist-open-data.s3.amazonaws.com/photos/2979694/medium.jpg,Amphiprion ocellaris
https://inaturalist-open-data.s3.amazonaws.com/photos/2985866/medium.jpg,Amphiprion clarkii
https://inaturalist-open-data.s3.amazonaws.com/photos/2989317/medium.JPG,Amphiprion clarkii
https://inaturalist-open-data.s3.amazonaws.com/photos/2989319/medium.JPG,Amphiprion melanopus
https://inaturalist-open-data.s3.amazonaws.com/photos/2990518/medium.jpg,Amphiprion ocellaris
https://inaturalist-open-data.s3.amazonaws.com/photos/2994862/medium.JPG,Amphiprion clarkii
https://inaturalist-open-data.s3.amazonaws.com/photos/2995766/medium.jpg,Amphiprion clarkii
https://inaturalist-open-data.s3.amazonaws.com/photos/2996149/medium.jpg,Amphiprion melanopus
https://inaturalist-open-data.s3.amazonaws.com/photos/3004512/medium.jpg,Amphiprion clarkii
https://inaturalist-open-data.s3.amazonaws.com/photos/3012900/medium.jpg,Amphiprion ocellaris
https://inaturalist-open-data.s3.amazonaws.com/photos/3031653/medium.JPG,Amphiprion clarkii
https://inaturalist-open-data.s3.amazonaws.com/photos/3089985/medium.JPG,Amphiprion clarkii
https://inaturalist-open-data.s3.amazonaws.com/photos/3090003/medium.JPG,Amphiprion clarkii
https://inaturalist-open-data.s3.amazonaws.com/photos/3222242/medium.jpg,Amphiprion clarkii
https://inaturalist-open-data.s3.amazonaws.com/photos/3222256/medium.jpg,Amphiprion ocellaris
https://inaturalist-open-data.s3.amazonaws.com/photos/3232269/medium.jpg,Amphiprion clarkii
https://inaturalist-open-data.s3.amazonaws.com/photos/3465322/medium.jpg,Amphiprion ocellaris
https://inaturalist-open-data.s3.amazonaws.com/photos/3470647/medium.jpg,Amphiprion clarkii
https://inaturalist-open-data.s3.amazonaws.com/photos/3518384/medium.jpg,Amphiprion ocellaris
https://inaturalist-open-data.s3.amazonaws.com/photos/3560476/medium.JPG,Amphiprion clarkii
https://inaturalist-open-data.s3.amazonaws.com/photos/3659627/medium.jpg,Coris aygula
https://inaturalist-open-data.s3.amazonaws.com/photos/3751452/medium.JPG,Amphiprion melanopus
https://inaturalist-open-data.s3.amazonaws.com/photos/3775920/medium.JPG,Amphiprion melanopus
https://inaturalist-open-data.s3.amazonaws.com/photos/3935293/medium.JPG,Histrio histrio
https://inaturalist-open-data.s3.amazonaws.com/photos/4299086/medium.jpeg,Histrio histrio
https://inaturalist-open-data.s3.amazonaws.com/photos/4315561/medium.jpeg,Amphiprion clarkii
https://inaturalist-open-data.s3.amazonaws.com/photos/4344696/medium.jpeg,Amphiprion ocellaris
https://inaturalist-open-data.s3.amazonaws.com/photos/4542658/medium.jpeg,Amphiprion clarkii
https://static.inaturalist.org/photos/4716951/medium.jpg,Coris aygula
https://inaturalist-open-data.s3.amazonaws.com/photos/4716923/medium.jpg,Amphiprion melanopus
https://inaturalist-open-data.s3.amazonaws.com/photos/4716996/medium.jpg,Amphiprion melanopus
https://inaturalist-open-data.s3.amazonaws.com/photos/4717016/medium.jpg,Amphiprion melanopus
https://inaturalist-open-data.s3.amazonaws.com/photos/4717094/medium.png,Amphiprion melanopus
https://inaturalist-open-data.s3.amazonaws.com/photos/4742687/medium.jpeg,Amphiprion ocellaris
https://inaturalist-open-data.s3.amazonaws.com/photos/4846774/medium.jpg,Amphiprion ocellaris
https://static.inaturalist.org/photos/4892556/medium.jpg,Coris aygula
https://static.inaturalist.org/photos/4893041/medium.jpg,Amphiprion nigripes
https://static.inaturalist.org/photos/5041872/medium.jpg,Coris aygula
https://inaturalist-open-data.s3.amazonaws.com/photos/5073121/medium.jpg,Amphiprion ocellaris
https://inaturalist-open-data.s3.amazonaws.com/photos/5148383/medium.jpg,Amphiprion melanopus
https://inaturalist-open-data.s3.amazonaws.com/photos/5418304/medium.jpg,Amphiprion clarkii
https://inaturalist-open-data.s3.amazonaws.com/photos/5458879/medium.jpg,Amphiprion melanopus
https://static.inaturalist.org/photos/5481127/medium.jpg,Coris aygula
https://inaturalist-open-data.s3.amazonaws.com/photos/5548936/medium.jpg,Coris aygula
https://inaturalist-open-data.s3.amazonaws.com/photos/5576398/medium.jpg,Coris aygula
https://static.inaturalist.org/photos/5583985/medium.jpg,Amphiprion clarkii
https://static.inaturalist.org/photos/5592089/medium.jpg,Coris aygula
https://static.inaturalist.org/photos/5600102/medium.jpg,Coris aygula
https://static.inaturalist.org/photos/5612927/medium.jpg,Amphiprion clarkii
https://inaturalist-open-data.s3.amazonaws.com/photos/5622201/medium.jpg,Amphiprion clarkii
https://inaturalist-open-data.s3.amazonaws.com/photos/5622254/medium.jpg,Amphiprion melanopus
https://inaturalist-open-data.s3.amazonaws.com/photos/5627491/medium.jpg,Amphiprion melanopus
https://inaturalist-open-data.s3.amazonaws.com/photos/5651177/medium.png,Amphiprion clarkii
https://inaturalist-open-data.s3.amazonaws.com/photos/5651184/medium.png,Amphiprion ocellaris
https://static.inaturalist.org/photos/5655146/medium.jpg,Amphiprion melanopus
https://inaturalist-open-data.s3.amazonaws.com/photos/5703620/medium.jpg,Amphiprion percula
https://static.inaturalist.org/photos/5711584/medium.jpg,Histrio histrio
https://static.inaturalist.org/photos/5761321/medium.jpg,Coris aygula
https://static.inaturalist.org/photos/5761381/medium.jpg,Coris aygula
https://static.inaturalist.org/photos/5783221/medium.jpg,Amphiprion clarkii
https://inaturalist-open-data.s3.amazonaws.com/photos/5829956/medium.jpeg,Amphiprion melanopus
https://static.inaturalist.org/photos/5882825/medium.jpg,Amphiprion melanopus
https://static.inaturalist.org/photos/5910929/medium.jpg,Coris aygula
https://inaturalist-open-data.s3.amazonaws.com/photos/6018803/medium.jpg,Amphiprion clarkii
https://inaturalist-open-data.s3.amazonaws.com/photos/6034330/medium.jpg,Coris aygula
https://static.inaturalist.org/photos/6054017/medium.jpg,Amphiprion clarkii
https://static.inaturalist.org/photos/6058948/medium.jpg,Amphiprion clarkii
https://static.inaturalist.org/photos/6058971/medium.jpg,Amphiprion ocellaris
https://static.inaturalist.org/photos/6064694/medium.jpeg,Amphiprion ocellaris
https://static.inaturalist.org/photos/6066084/medium.jpg,Amphiprion melanopus
https://static.inaturalist.org/photos/6067839/medium.jpg,Amphiprion ocellaris
https://static.inaturalist.org/photos/6067874/medium.jpg,Amphiprion clarkii
https://inaturalist-open-data.s3.amazonaws.com/photos/6075027/medium.jpg,Amphiprion melanopus
https://inaturalist-open-data.s3.amazonaws.com/photos/6075028/medium.jpg,Amphiprion melanopus
https://inaturalist-open-data.s3.amazonaws.com/photos/6075128/medium.jpg,Amphiprion melanopus
https://static.inaturalist.org/photos/6110349/medium.jpg,Amphiprion clarkii
https://static.inaturalist.org/photos/6143549/medium.jpg,Coris aygula
https://inaturalist-open-data.s3.amazonaws.com/photos/6175977/medium.jpg,Amphiprion ocellaris
https://inaturalist-open-data.s3.amazonaws.com/photos/6184141/medium.jpg,Amphiprion clarkii
https://inaturalist-open-data.s3.amazonaws.com/photos/6240600/medium.jpeg,Amphiprion melanopus
https://inaturalist-open-data.s3.amazonaws.com/photos/6276688/medium.jpeg,Coris aygula
https://static.inaturalist.org/photos/6288213/medium.jpg,Amphiprion clarkii
https://inaturalist-open-data.s3.amazonaws.com/photos/6310593/medium.jpg,Amphiprion ocellaris
https://inaturalist-open-data.s3.amazonaws.com/photos/6351965/medium.jpeg,Coris aygula
https://inaturalist-open-data.s3.amazonaws.com/photos/6466409/medium.jpg,Amphiprion ocellaris
https://static.inaturalist.org/photos/6538892/medium.jpg,Amphiprion clarkii
https://static.inaturalist.org/photos/6593355/medium.jpg,Amphiprion clarkii
https://inaturalist-open-data.s3.amazonaws.com/photos/6737432/medium.jpg,Amphiprion melanopus
https://inaturalist-open-data.s3.amazonaws.com/photos/6775779/medium.jpg,Amphiprion ocellaris
https://static.inaturalist.org/photos/6989327/medium.jpg,Amphiprion melanopus
https://inaturalist-open-data.s3.amazonaws.com/photos/7212318/medium.jpg,Histrio histrio
https://static.inaturalist.org/photos/7212985/medium.jpg,Histrio histrio
https://inaturalist-open-data.s3.amazonaws.com/photos/7233698/medium.jpeg,Amphiprion clarkii
https://inaturalist-open-data.s3.amazonaws.com/photos/7377184/medium.jpg,Amphiprion clarkii
https://static.inaturalist.org/photos/7455464/medium.jpg,Amphiprion ocellaris
https://inaturalist-open-data.s3.amazonaws.com/photos/7571083/medium.jpg,Amphiprion melanopus
https://inaturalist-open-data.s3.amazonaws.com/photos/7667838/medium.jpg,Amphiprion clarkii
https://inaturalist-open-data.s3.amazonaws.com/photos/7669449/medium.jpg,Amphiprion ocellaris
https://inaturalist-open-data.s3.amazonaws.com/photos/7761812/medium.jpg,Amphiprion clarkii
https://inaturalist-open-data.s3.amazonaws.com/photos/7761832/medium.jpg,Amphiprion ocellaris
https://static.inaturalist.org/photos/7834157/medium.jpg,Amphiprion clarkii
https://static.inaturalist.org/photos/7852087/medium.jpg,Amphiprion melanopus
https://static.inaturalist.org/photos/7852137/medium.jpg,Amphiprion clarkii
https://inaturalist-open-data.s3.amazonaws.com/photos/7899123/medium.jpg,Amphiprion clarkii
https://static.inaturalist.org/photos/7906847/medium.jpeg,Amphiprion ocellaris
https://static.inaturalist.org/photos/7907339/medium.jpeg,Amphiprion ocellaris
https://static.inaturalist.org/photos/7958693/medium.jpg,Amphiprion clarkii
https://static.inaturalist.org/photos/7977338/medium.jpg,Amphiprion ocellaris
https://static.inaturalist.org/photos/7981515/medium.jpg,Amphiprion clarkii
https://static.inaturalist.org/photos/7995147/medium.jpg,Amphiprion clarkii
https://inaturalist-open-data.s3.amazonaws.com/photos/8071092/medium.jpeg,Coris aygula
https://inaturalist-open-data.s3.amazonaws.com/photos/8191315/medium.jpeg,Amphiprion clarkii
https://inaturalist-open-data.s3.amazonaws.com/photos/8191316/medium.jpeg,Amphiprion melanopus
https://inaturalist-open-data.s3.amazonaws.com/photos/8224836/medium.jpg,Amphiprion ocellaris
https://inaturalist-open-data.s3.amazonaws.com/photos/8320600/medium.jpg,Amphiprion ocellaris
https://static.inaturalist.org/photos/8380192/medium.jpg,Amphiprion clarkii
https://static.inaturalist.org/photos/8380865/medium.jpg,Amphiprion ocellaris
https://static.inaturalist.org/photos/8408749/medium.jpg,Amphiprion ocellaris
https://inaturalist-open-data.s3.amazonaws.com/photos/8419281/medium.jpg,Coris aygula
https://inaturalist-open-data.s3.amazonaws.com/photos/8425212/medium.jpg,Coris aygula
https://static.inaturalist.org/photos/8447028/medium.jpg,Amphiprion clarkii
https://static.inaturalist.org/photos/8542435/medium.jpg,Amphiprion ocellaris
https://static.inaturalist.org/photos/8660524/medium.jpg,Coris aygula
https://static.inaturalist.org/photos/8683280/medium.jpg,Amphiprion ocellaris
https://inaturalist-open-data.s3.amazonaws.com/photos/8812810/medium.jpg,Coris aygula
https://static.inaturalist.org/photos/8905352/medium.jpg,Amphiprion clarkii
https://inaturalist-open-data.s3.amazonaws.com/photos/9025227/medium.jpeg,Amphiprion ocellaris
https://inaturalist-open-data.s3.amazonaws.com/photos/9045211/medium.jpg,Amphiprion ocellaris
https://static.inaturalist.org/photos/9116616/medium.jpg,Histrio histrio
https://inaturalist-open-data.s3.amazonaws.com/photos/9173199/medium.jpg,Amphiprion clarkii
https://inaturalist-open-data.s3.amazonaws.com/photos/9263427/medium.jpeg,Amphiprion melanopus
https://inaturalist-open-data.s3.amazonaws.com/photos/9283475/medium.jpeg,Amphiprion melanopus
https://inaturalist-open-data.s3.amazonaws.com/photos/9515604/medium.jpeg,Coris aygula
https://inaturalist-open-data.s3.amazonaws.com/photos/9560856/medium.jpg,Amphiprion clarkii
https://inaturalist-open-data.s3.amazonaws.com/photos/9594140/medium.jpg,Histrio histrio
https://inaturalist-open-data.s3.amazonaws.com/photos/9654460/medium.jpeg,Amphiprion melanopus
https://inaturalist-open-data.s3.amazonaws.com/photos/9671460/medium.jpeg,Coris aygula
https://inaturalist-open-data.s3.amazonaws.com/photos/9700791/medium.jpeg,Amphiprion melanopus
https://inaturalist-open-data.s3.amazonaws.com/photos/9740895/medium.jpg,Amphiprion melanopus
https://static.inaturalist.org/photos/10152387/medium.jpeg,Coris aygula
https://inaturalist-open-data.s3.amazonaws.com/photos/10288037/medium.jpeg,Amphiprion ocellaris
